RLV Sizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO Mission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lng_LS=,143.456784,latg_LS=,42.504038,g0=,9.806650135,GM=,3.98601E+14,Re=,6378.142,Rp=,6356.757,Omega=,0.004178075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event Title,time,h,s,lng,latg,longiip,latgiip,ha,hp,inc,argp,asnd,tanm,vi,fpvgd,azvgd,weight,Fvac,Fr,eularGDB[1],eularGDB[2],eularGDB[0],qbi[0],qbi[1],qbi[2],qbi[3],axb,q,alphat,alpha,beta,alphaq,M,vr,va,P,Q,R,MASUDA.Elevation,OGASAWARA.Elevation,GUAM.Elevation,TAIKI.Elevation,TAIKI-SEIKA.Elevation,NEMURO.Elevation,weight,Vlossxb,Vlossg,Vlossaoa,Vlossbp,Vlossyzb,Videal,Vgain,MainEngine.Wp,2ndEngine.Wp
,130,53.14878586,42.29097925,143.9610679,42.42795784,147.0107692,41.88095487,87.14549083,-6270.448397,42.99779394,280.9347789,41.34339019,178.7698432,1690.890099,32.1866739,98.93271752,12143.06162,275000,274937.8575,39.43321348,100.5354975,4.068446821,0.073774223,0.209822261,-0.855558253,0.467495516,22.59395006,697.6693295,0.957795514,-0.211307791,0.934203987,668.2245538,4.298398468,1413.893165,1413.893165,0,-0.365262626,0.000407006,-6.16189673,-5.955600566,-13.5985933,42.67790605,20.56871475,16.93608262,12143.06162,-114.1442921,563.0981008,0.174201831,240.3551422,0,2869.023064,2514.516959,3050.584119,4683
,131,54.05124752,43.3803103,143.9740274,42.42593197,147.0941732,41.86514114,88.589517,-6267.74444,43.0011428,280.9916561,41.31472778,178.746773,1708.256735,32.01897989,98.96406967,12053.46994,275000,274944.4963,39.08167755,100.5144459,4.048108948,0.071045085,0.211308304,-0.855789809,0.466824592,22.76665351,642.0502961,0.987327602,-0.276876597,0.947725227,633.9139794,4.363145875,1430.45243,1430.45243,0,-0.365262626,0.000407006,-6.136119643,-5.925189066,-13.58177375,42.61169144,20.81523498,17.29118401,12053.46994,-114.189943,568.2271401,0.17747409,240.3599986,0,2891.753698,2537.197079,2960.99244,4683
,132,54.95871915,44.48676492,143.9871903,42.42387503,147.1791612,41.84897713,90.04474228,-6264.969814,43.00439629,281.0484631,41.28698101,178.7232563,1725.830551,31.85114258,98.99492766,11963.87826,275000,274950.4929,38.73028692,100.493849,4.028121636,0.068315226,0.2127922,-0.856012669,0.466148925,22.94157678,590.1281233,1.020435627,-0.343740374,0.960820338,602.1877616,4.429101068,1447.224271,1447.224271,0,-0.365262626,0.000407006,-6.110261766,-5.894608592,-13.5648509,42.54172987,21.05850591,17.6501677,11963.87826,-114.2318614,573.3307397,0.180986769,240.3643657,0,2914.653918,2560.051006,2871.400762,4683
,133,55.87121207,45.61055556,144.0005591,42.42178664,147.2657601,41.83245433,91.51122567,-6262.122664,43.00755526,281.1052216,41.2601346,178.6992845,1743.613724,31.68316957,99.02530348,11874.28658,275000,274955.9024,38.3790437,100.4737013,4.008478001,0.065584672,0.214273934,-0.856226831,0.465468522,23.1187928,541.7157754,1.057017466,-0.411891152,0.973497249,572.6030363,4.496289997,1464.210855,1464.210855,0,-0.365262626,0.000407006,-6.08432429,-5.863858919,-13.54782444,42.46815443,21.29844972,18.01305496,11874.28658,-114.2702965,578.4088422,0.184776073,240.3682876,0,2937.726272,2583.080997,2781.809083,4683
,134,56.78873706,46.75189682,144.0141364,42.41966647,147.3539975,41.81556391,92.98902842,-6259.201075,43.0106206,281.1619533,41.23417344,178.674849,1761.608502,31.51506827,99.05520903,11784.6949,275000,274960.7757,38.02795002,100.4539975,3.989171355,0.062853452,0.215753491,-0.856432295,0.46478339,23.29837569,496.6317043,1.09695401,-0.481320343,0.985763787,544.7821394,4.564739496,1481.414416,1481.414416,0,-0.365262626,0.000407006,-6.058308449,-5.832939849,-13.53069402,42.39109234,21.5349901,18.37986407,11784.6949,-114.3054851,583.4613916,0.188880797,240.3718049,0,2960.973369,2606.289381,2692.217404,4683
,135,57.71130437,47.91100563,144.0279247,42.41751413,147.4439014,41.79829677,94.47821418,-6256.203076,43.01359322,281.2186804,41.20908255,178.6499406,1779.817202,31.34684587,99.08465615,11695.10322,275000,274965.1602,37.67700801,100.4347326,3.970195194,0.060121594,0.217230856,-0.856629056,0.464093535,23.48040089,454.6999042,1.140115143,-0.552018779,0.997627668,518.4102464,4.634477317,1498.837258,1498.837258,0,-0.365262626,0.000407006,-6.032215518,-5.801851208,-13.51345934,42.31066528,21.76805238,18.75061003,11695.10322,-114.3376524,588.4883331,0.19334242,240.3749551,0,2984.397875,2629.678562,2602.625725,4683
,136,58.63892374,49.08810122,144.0419267,42.41532926,147.5355006,41.78064348,95.97884904,-6253.126635,43.01647404,281.2754251,41.18484713,178.62455,1798.242216,31.17850934,99.11365658,11605.51154,275000,274969.0994,37.32621982,100.4159016,3.951543195,0.057389124,0.218706014,-0.856817114,0.463398965,23.66494519,415.7499592,1.186364908,-0.623976725,1.009096494,493.231162,4.705532167,1516.481756,1516.481756,0,-0.365262626,0.000407006,-6.006046819,-5.77059285,-13.49612008,42.22698969,21.99756361,19.12530435,11605.51154,-114.3670121,593.4896133,0.198205213,240.3777727,0,3008.002519,2653.251022,2513.034046,4683
,137,59.5716044,50.28340525,144.0561449,42.41311149,147.6288248,41.7625943,97.49100169,-6249.969654,43.01926399,281.3322097,41.16145255,178.5986676,1816.886008,31.01006544,99.14222198,11515.91986,275000,274972.6336,36.97558761,100.3974998,3.93320921,0.054656072,0.22017895,-0.856996467,0.462699686,23.85208681,379.6170798,1.235565718,-0.697183916,1.020177755,469.0418499,4.777933744,1534.350359,1534.350359,0,-0.365262626,0.000407006,-5.979803715,-5.739164651,-13.47867596,42.14017698,22.22345267,19.50395465,11515.91986,-114.3937664,598.4651801,0.203516338,240.3802892,0,3031.790092,2677.009318,2423.442367,4683
,138,60.50935511,51.49714182,144.0705821,42.41086043,147.723904,41.74413915,99.01474346,-6246.729971,43.02196402,281.3890568,41.13888433,178.5722836,1835.751119,30.84152068,99.17036391,11426.32818,275000,274975.7999,36.62511359,100.3795229,3.915187259,0.051922464,0.221649648,-0.857167112,0.461995707,24.0419055,346.1421308,1.287581615,-0.771629571,1.030878826,445.6862438,4.851712776,1552.445589,1552.445589,0,-0.365262626,0.000407006,-5.953487611,-5.707566514,-13.46112667,42.05033386,22.44565036,19.88656443,11426.32818,-114.4181069,603.4149824,0.209325962,240.3825336,0,3055.763453,2700.956088,2333.850689,4683
,139,61.45218413,52.7295376,144.0852408,42.4085757,147.8207694,41.7252676,100.5501485,-6243.405355,43.02457511,281.4459893,41.11712822,178.5453877,1854.840165,30.67288135,99.19809383,11336.73651,275000,274978.6326,36.27479994,100.3619664,3.897471524,0.049188328,0.223118095,-0.857329048,0.461287033,24.2344826,315.1716474,1.342280635,-0.847302421,1.041206964,423.048799,4.926901063,1570.770042,1570.770042,0,-0.365262626,0.000407006,-5.927099958,-5.675798367,-13.44347195,41.95756254,22.66408948,20.27313267,11336.73651,-114.4402144,608.3389705,0.215687355,240.3845324,0,3079.925527,2725.094049,2244.25901,4683
,140,62.40009923,53.98082185,144.1001239,42.4062569,147.9194527,41.70596887,102.0972912,-6239.99351,43.02709821,281.50303,41.09617015,178.5179694,1874.1558,30.50415336,99.2254231,11247.14483,275000,274981.1693,35.92464889,100.3448262,3.880056344,0.046453693,0.224584274,-0.857482274,0.460573673,24.42977655,288.2838347,1.399536459,-0.924190749,1.051169335,403.4637374,5.019421001,1589.326353,1589.326353,0,-0.365262626,0.000407006,-5.900642251,-5.643860165,-13.42571151,41.86196094,22.8787049,20.66365353,11247.14483,-114.4603014,613.2370958,0.222657008,240.3863097,0,3104.279307,2749.425959,2154.667331,4683
,141,63.35310765,55.25122639,144.115234,42.40390365,148.0199856,41.68623194,103.6562387,-6236.492087,43.02953429,281.5602015,41.07599639,178.4900182,1893.700602,30.33534193,99.25236284,11157.55315,275000,274983.4472,35.5746627,100.3280984,3.862936212,0.043718586,0.226048172,-0.857626787,0.459855633,24.62781569,263.3854932,1.459229497,-1.002282466,1.060773092,384.3398808,5.11724473,1608.117075,1608.117075,0,-0.365262626,0.000407006,-5.874116031,-5.611751887,-13.4078451,41.76362294,23.08943367,21.05811585,11157.55315,-114.4787291,618.1093109,0.230294738,240.3878866,0,3128.827861,2773.954502,2065.075652,4683
,142,64.31121609,56.54098569,144.1305739,42.40151552,148.1224015,41.66604527,105.227072,-6232.89864,43.03188434,281.6175273,41.05659325,178.461523,1913.477396,30.16645254,99.27892422,11067.96147,275000,274985.4879,35.22484361,100.311779,3.846105767,0.040983035,0.227509773,-0.857762587,0.459132921,24.82893166,240.0811898,1.521247106,-1.081564945,1.070025153,365.2228153,5.217830374,1627.145012,1627.145012,0,-0.365262626,0.000407006,-5.847522885,-5.579473543,-13.38987246,41.66263854,23.29621505,21.45650287,11067.96147,-114.4956812,622.9555692,0.238663808,240.389282,0,3153.574328,2798.682616,1975.483973,4683
,143,65.27443082,57.8503371,144.1461464,42.39909212,148.2267351,41.64539681,106.8098812,-6229.210629,43.03414935,281.6750312,41.03794717,178.4324721,1933.489184,29.99749066,99.30511831,10978.36979,275000,274987.3118,34.87519392,100.2958646,3.829559793,0.038247067,0.228969062,-0.857889671,0.458405543,25.03320545,218.314844,1.585483822,-1.162025097,1.078932257,346.1346532,5.321294008,1646.413141,1646.413141,0,-0.365262626,0.000407006,-5.820864446,-5.547025168,-13.37179334,41.55909407,23.49899064,21.85879175,10978.36979,-114.5112402,627.7758255,0.247831035,240.3905137,0,3178.521927,2823.613418,1885.892295,4683
,144,66.24275769,59.17952089,144.1619544,42.39663302,148.3330219,41.62427408,108.4047593,-6225.425429,43.03633034,281.7327372,41.02004481,178.4028534,1953.739044,29.82846145,99.33095607,10888.77811,275000,274988.9378,34.52571593,100.2803515,3.813293208,0.03551071,0.230426026,-0.858008039,0.457673509,25.2407207,198.0292995,1.651841339,-1.243649452,1.087501026,327.1129832,5.427758871,1665.924517,1665.924517,0,-0.365262626,0.000407006,-5.794142389,-5.51440682,-13.35360751,41.45307233,23.69770442,22.26495318,10888.77811,-114.5254868,632.5700356,0.25786691,240.3915978,0,3203.673953,2848.750107,1796.300616,4683
,145,67.21620214,60.52878036,144.1780008,42.39413781,148.4412983,41.60266416,110.0118027,-6221.540332,43.03842829,281.7906695,41.00287306,178.3726544,1974.230137,29.65936981,99.35644834,10799.18643,275000,274990.3838,34.17641197,100.2652364,3.797301068,0.032773993,0.231880647,-0.85811769,0.456936824,25.45156375,179.1665103,1.720228232,-1.326424166,1.095737969,308.2072892,5.537355955,1685.682275,1685.682275,0,-0.365262626,0.000407006,-5.767358435,-5.481618582,-13.33531474,41.34465279,23.89230281,22.67495093,10799.18643,-114.5384994,637.3381562,0.268845717,240.3925495,0,3229.033785,2874.095968,1706.708937,4683
,146,68.19476921,61.89836193,144.1942883,42.39160604,148.5516019,41.58055364,111.631111,-6217.552539,43.0404442,281.8488528,40.98641902,178.3418624,1994.965708,29.49022028,99.38160585,10709.59475,275000,274991.6662,33.8272844,100.2505162,3.781578555,0.030036943,0.233332913,-0.858218622,0.456195497,25.66582376,161.6677302,1.790559564,-1.410335043,1.103649476,289.4757006,5.650224647,1705.689632,1705.689632,0,-0.365262626,0.000407006,-5.740514352,-5.448660563,-13.31691479,41.23391168,24.08273477,23.08874133,10709.59475,-114.5503548,642.0801452,0.280845654,240.3933823,0,3254.604884,2899.654373,1617.117258,4683
,147,69.17846351,63.2885152,144.2108201,42.38903729,148.6639712,41.55792861,113.2627877,-6213.459155,43.04237908,281.9073118,40.97067001,178.310464,2015.949087,29.32101715,99.40643917,10620.00308,275000,274992.8004,33.47833561,100.2361878,3.766120979,0.027299588,0.234782809,-0.858310834,0.455449534,25.88359284,145.4737052,1.862756435,-1.495367545,1.111241822,270.9820805,5.766513443,1725.949892,1725.949892,0,-0.365262626,0.000407006,-5.713611952,-5.415532898,-13.29840747,41.12092221,24.26895176,23.50627278,10620.00308,-114.561127,646.7959614,0.293948963,240.394109,0,3280.390801,2925.428785,1527.525579,4683
,148,70.16728926,64.69949303,144.2275991,42.3864311,148.7784458,41.53477466,114.9069397,-6209.257191,43.04423392,281.9660717,40.95561358,178.2784456,2037.183695,29.1517644,99.43095878,10530.4114,275000,274993.8006,33.12956799,100.2222484,3.750923771,0.024561955,0.236230318,-0.858394325,0.454698944,26.10496615,130.5248674,1.9367455,-1.581506805,1.118521164,252.7934495,5.886380731,1746.466446,1746.466446,0,-0.365262626,0.000407006,-5.686653093,-5.382235745,-13.27979255,41.00575467,24.45090789,23.92748522,10530.4114,-114.5708882,651.4855645,0.308242049,240.3947411,0,3306.395175,2951.422761,1437.9339,4683
,149,71.16125025,66.13155164,144.2446282,42.38378703,148.8950664,41.51107681,116.5636783,-6204.943555,43.04600971,282.0251579,40.94123749,178.2457929,2058.673044,28.9824657,99.45517505,10440.81972,275000,274994.6801,32.78098399,100.2086951,3.735982479,0.021824073,0.237675428,-0.858469095,0.453943735,26.33004201,116.7615297,2.01245849,-1.668737637,1.125493544,234.9777318,6.009995672,1767.242778,1767.242778,0,-0.365262626,0.000407006,-5.659639683,-5.348769293,-13.26106983,40.88847653,24.62855988,24.35230957,10440.81972,-114.5797078,656.1489152,0.323815619,240.3952891,0,3332.62174,2977.639952,1348.342222,4683
,150,72.16034989,67.5849507,144.2619106,42.38110461,149.0138748,41.48681952,118.2331189,-6200.515048,43.04770743,282.0845965,40.92752974,178.2124913,2080.420743,28.81312445,99.47909819,10351.22804,275000,274995.451,32.43258606,100.1955253,3.721292765,0.019085969,0.239118123,-0.858535142,0.453183913,26.55892204,104.1240804,2.089831739,-1.757044553,1.132164888,217.601808,6.137539161,1788.282467,1788.282467,0,-0.365262626,0.000407006,-5.632573677,-5.315133754,-13.24223912,40.76915262,24.80186713,24.78066717,10351.22804,-114.5876529,660.7859748,0.340764812,240.3957626,0,3359.074324,3004.084113,1258.750543,4683
,151,73.16459114,69.05995339,144.2794494,42.37838337,149.1349143,41.46198665,119.9153813,-6195.968361,43.04932806,282.1444134,40.91447852,178.1785256,2102.430499,28.64374374,99.50273832,10261.63636,275000,274996.1246,32.0843767,100.1827366,3.706850403,0.016347671,0.240558388,-0.858592467,0.452419486,26.79171133,92.55317534,2.16880574,-1.846411765,1.138541005,200.7298579,6.269204915,1809.589189,1809.589189,0,-0.365262626,0.000407006,-5.605457076,-5.281329369,-13.22330023,40.64784521,24.97079172,25.21246919,10261.63636,-114.594788,665.3967056,0.359189334,240.3961702,0,3385.756859,3030.759099,1169.158864,4683
,152,74.17397659,70.55682656,144.2972477,42.37562283,149.2582292,41.43656142,121.6105902,-6191.300069,43.05087258,282.2046355,40.90207226,178.14388,2124.706122,28.47432636,99.52610544,10172.04468,275000,274996.7111,31.73635843,100.1703267,3.692651273,0.013609207,0.241996209,-0.858641068,0.451650463,27.0285185,81.98992788,2.249324727,-1.936823203,1.144627587,184.4219722,6.405200671,1831.166721,1831.166721,0,-0.365262626,0.000407006,-5.578291934,-5.247356407,-13.20425299,40.52461411,25.13529847,25.64761599,10172.04468,-114.601175,669.9810708,0.379193605,240.3965199,0,3412.673376,3057.668874,1079.567185,4683
,153,75.1885084,72.07584075,144.3153086,42.37282252,149.3838653,41.4105264,123.3188754,-6186.506628,43.05234194,282.2652896,40.89029961,178.1085382,2147.251527,28.30487483,99.54920941,10082.453,275000,274997.2201,31.3885338,100.1582932,3.678691361,0.010870604,0.243431571,-0.858680945,0.450876851,27.26945594,72.37609485,2.331336291,-2.028262516,1.150430213,168.7330166,6.54574954,1853.018949,1853.018949,0,-0.365262626,0.000407006,-5.551080353,-5.213215164,-13.18509721,40.39951681,25.29535493,26.08599653,10082.453,-114.6068729,674.5390342,0.400886897,240.3968186,0,3439.828016,3084.817513,989.9755063,4683
,154,76.20818832,73.61727035,144.3336355,42.36998193,149.5118697,41.38386346,125.0403718,-6181.584364,43.05373711,282.3264035,40.87914943,178.0724834,2170.070739,28.13539136,99.57205999,9992.861324,275000,274997.6602,31.04090539,100.1466342,3.664966751,0.008131892,0.24486446,-0.858712097,0.450098658,27.51463991,63.65425728,2.414791027,-2.120713087,1.155954346,153.7117293,6.691091516,1875.149863,1875.149863,0,-0.365262626,0.000407006,-5.523824486,-5.178905965,-13.16583274,40.27260853,25.45093139,26.52748768,9992.861324,-114.6119382,679.0705601,0.424383486,240.3970729,0,3467.225029,3112.209202,900.3838275,4683
,155,77.23301769,75.18139371,144.3522316,42.36710055,149.642291,41.35655374,126.7752202,-6176.529474,43.05505903,282.388005,40.86861079,178.0356981,2193.167897,27.96587787,99.59466684,9903.269645,275000,274998.0392,30.69347583,100.1353476,3.651473628,0.005393096,0.246294861,-0.858734525,0.449315892,27.76419071,55.7679951,2.499642215,-2.214158037,1.161205333,139.4000348,6.84148517,1897.563568,1897.563568,0,-0.365262626,0.000407006,-5.496526539,-5.144429166,-13.14645942,40.14394233,25.60200091,26.97195361,9903.269645,-114.6164245,683.5756138,0.449802802,240.3972883,0,3494.868781,3139.848248,810.7921487,4683
,156,78.26299744,76.76849319,144.3711002,42.36417789,149.7751794,41.3285776,128.5235671,-6171.338017,43.05630863,282.4501228,40.85867299,177.9981641,2216.547256,27.79633599,99.61703947,9813.677966,275000,274998.3643,30.34624775,100.1244316,3.63820827,0.002654246,0.24772276,-0.858748228,0.448528561,28.01823289,48.66205449,2.585845529,-2.308580231,1.166188409,125.8325561,6.997209571,1920.264288,1920.264288,0,-0.365262626,0.000407006,-5.469188768,-5.10978515,-13.1269771,40.01356923,25.74853929,27.41924507,9813.677966,-114.6203827,688.054161,0.47726959,240.3974701,0,3522.763757,3167.73908,721.2004699,4683
,157,79.2981281,78.37885535,144.3902447,42.36121341,149.9105866,41.29991462,130.2855655,-6166.005906,43.05748685,282.512786,40.84932554,177.9598626,2240.213195,27.62676706,99.6391873,9724.086287,275000,274998.6421,29.99922386,100.1138845,3.625167049,-8.4631E-05,0.249148142,-0.858753206,0.447736672,28.27689543,42.28250691,2.67335878,-2.403962287,1.170908694,113.0363111,7.158566443,1943.256365,1943.256365,0,-0.365262626,0.000407006,-5.441813485,-5.074974333,-13.10738564,39.88153823,25.89052507,27.86919873,9724.086287,-114.6238608,692.506168,0.506914067,240.3976228,0,3550.914566,3195.886254,631.608791,4683
,158,80.33840975,80.01277101,144.4096685,42.35820659,150.0485661,41.2705435,132.0613751,-6160.528904,43.0585946,282.5760243,40.84055816,177.9207739,2264.17022,27.45717212,99.66111963,9634.494608,275000,274998.8781,29.65240686,100.1037046,3.612346424,-0.002823507,0.250570992,-0.858749458,0.446940235,28.54033229,36.31416839,2.762141675,-2.500286574,1.175371196,100.3048779,7.298600992,1966.544272,1966.544272,0,-0.365262626,0.000407006,-5.414403054,-5.039997161,-13.08768491,39.74789641,26.02793955,28.32163649,9634.494608,-114.6269008,696.9316018,0.538872091,240.3977503,0,3579.325942,3224.294459,542.0171122,4683
,159,81.38384211,81.67053541,144.429375,42.35515687,150.1891733,41.24044202,133.851165,-6154.902608,43.05963277,282.6398681,40.83236077,177.8808777,2288.423003,27.28755196,99.68284568,9544.90293,275000,274999.0748,29.30579953,100.0938906,3.599742943,-0.005562355,0.251991297,-0.858736986,0.446139256,28.80868501,30.6699913,2.852155568,-2.597535183,1.179580787,87.47558646,7.386146501,1990.132645,1990.132645,0,-0.365262626,0.000407006,-5.386959894,-5.004854112,-13.06787477,39.61268904,26.16076674,28.7763648,9544.90293,-114.6295073,701.3304297,0.573285333,240.3978566,0,3608.002755,3252.968556,452.4254334,4683
,160,82.43442445,83.35244837,144.4493679,42.35206372,150.3324652,41.20958705,135.6551088,-6149.122457,43.06060227,282.7043486,40.82472353,177.8401528,2312.976306,27.11790702,99.70437451,9455.311251,275000,274999.2377,28.95940465,100.084441,3.587353238,-0.008301146,0.253409041,-0.858715788,0.445333744,29.08205186,25.88068519,2.943363381,-2.69569003,1.183542259,76.17626106,7.474824695,2014.026209,2014.026209,0,-0.365262626,0.000407006,-5.359486482,-4.969545696,-13.04795511,39.47595959,26.28899335,29.23317393,9455.311251,-114.6317284,705.7026194,0.610301452,240.397945,0,3636.950012,3281.913501,362.8337546,4683
